/home/benjamin/Documents/test_rust/gzip_parser/test.pairs.gz.stats.tsv
         3717729 function calls (3631924 primitive calls) in 24.237 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _linalg.py:26(EighResult)
        1    0.000    0.000    0.000    0.000 base.py:354(_MergedCompleter)
        1    0.000    0.000    0.000    0.000 exceptions.py:513(RequestedRangeNotSatisfiable)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:723(_ThreadpoolLimiterDecorator)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 stdlib.py:353(ClassMethodGet)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:228(SeparateUnicode)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        3    0.000    0.000    0.000    0.000 debug.py:77(increase_indent)
        1    0.000    0.000    0.000    0.000 widgets.py:1799(SubplotTool)
        1    0.000    0.000    0.000    0.000 reduce.py:134(CoolerMerger)
        1    0.000    0.000    0.000    0.000 base.py:40(_TypeVarFilter)
        1    0.000    0.000    0.000    0.000 base.py:554(_WeakNamespace)
        1    0.000    0.000    0.000    0.000 relational.py:188(_RelationalPlotter)
        1    0.000    0.000    0.000    0.000 classes.py:409(Duration)
        1    0.000    0.000    0.000    0.000 expr.py:4252(_map_batches_wrapper)
        2    0.000    0.000    0.000    0.000 rcsetup.py:174(validate_dpi)
        1    0.000    0.000    0.000    0.000 utils.py:115(DummyContext)
        1    0.000    0.000    0.000    0.000 builder.py:135(wrap)
        1    0.000    0.000    0.000    0.000 winterm.py:12(WinColor)
        1    0.000    0.000    0.000    0.000 names.py:92(AbstractArbitraryName)
        1    0.000    0.000    0.000    0.000 tree.py:979(AssertStmt)
        1    0.000    0.000    0.000    0.000 style_transformation.py:244(DynamicStyleTransformation)
        1    0.000    0.000    0.000    0.000 whenthen.py:18(When)
        1    0.000    0.000    0.000    0.000 pool.py:178(PicklingPool)
        1    0.000    0.000    0.000    0.000 base.py:855(ClusterMixin)
        1    0.000    0.000    0.000    0.000 npytypes.py:299(NumpyNdEnumerateType)
        1    0.000    0.000    0.000    0.000 filters.py:141(Gzip)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _base.py:1452(VariableType)
        1    0.000    0.000    0.000    0.000 ir.py:31(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:271(FixedFormatter)
        1    0.000    0.000    0.000    0.000 core.py:3685(WordEnd)
        2    0.000    0.000    0.000    0.000 context.py:303(ForkContext)
        1    0.000    0.000    0.000    0.000 index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 base_comm.py:224(register_comm)
        1    0.000    0.000    0.000    0.000 menus.py:261(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 controlflow.py:16(CFBlock)
        1    0.000    0.000    0.000    0.000 types.py:85(MetaDataType)
        1    0.000    0.000    0.000    0.000 __init__.py:151(FastLookup)
        3    0.000    0.000    0.000    0.000 imputils.py:108(lower_constant)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 loss.py:776(HalfTweedieLoss)
        1    0.000    0.000    0.000    0.000 config.py:307(ConvertingMixin)
        1    0.000    0.000    0.000    0.000 pool.py:837(IMapIterator)
        1    0.000    0.000    0.000    0.000 process.py:168(_SafeQueue)
        1    0.000    0.000    0.000    0.000 values.py:1199(BlockAddress)
        1    0.000    0.000    0.000    0.000 _cubic.py:79(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:930(GrouperView)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:39(Suggestion)
        1    0.000    0.000    0.000    0.000 _trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 toolbars.py:60(FormattedTextToolbar)
        1    0.000    0.000    0.000    0.000 inputhook.py:53(InputHookContext)
        1    0.000    0.000    0.000    0.000 protocol.py:249(Endianness)
        1    0.000    0.000    0.000    0.000 cookies.py:600(SimpleCookie)
        1    0.000    0.000    0.000    0.000 _array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 lazy_value.py:5(AbstractLazyValue)
        1    0.000    0.000    0.000    0.000 utils.py:97(change_default_value)
        1    0.000    0.000    0.000    0.000 iterators.py:5(RangeType)
        1    0.000    0.000    0.000    0.000 process.py:68(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 Shadow.py:137(warn)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        3    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        1    0.000    0.000    0.000    0.000 backend_tools.py:384(ToolGrid)
        1    0.000    0.000    0.000    0.000 orcjit.py:7(_LinkElement)
        1    0.000    0.000    0.000    0.000 patches.py:2655(Sawtooth)
        1    0.000    0.000    0.000    0.000 _split.py:176(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:100(ProxyWithGenerics)
        1    0.000    0.000    0.000    0.000 loader.py:967(_FlagAction)
        1    0.000    0.000    0.000    0.000 _resampling.py:1012(PowerResult)
        1    0.000    0.000    0.000    0.000 _interface.py:757(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 selectn.py:166(SelectNFrame)
        1    0.000    0.000    0.000    0.000 datetimes.py:101(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 gen.py:677(_NullFuture)
        1    0.000    0.000    0.000    0.000 dependencies.py:18(to_json)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1000(Anderson)
        1    0.000    0.000    0.000    0.000 context.py:12(ContextRef)
        1    0.000    0.000    0.000    0.000 common.py:25(DTDForbidden)
        2    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:111(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 _resampling.py:771(MonteCarloTestResult)
        1    0.000    0.000    0.000    0.000 cpu.py:290(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 core.py:2352(NoMatch)
        1    0.000    0.000    0.000    0.000 request.py:601(BaseHandler)
        1    0.000    0.000    0.000    0.000 kernelspec.py:111(NoSuchKernel)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:929(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:48(LokyInitMainProcess)
        1    0.000    0.000    0.000    0.000 _shgo.py:1530(LMapCache)
        1    0.000    0.000    0.000    0.000 margins.py:161(ScrollbarMargin)
        1    0.000    0.000    0.000    0.000 handlers.py:451(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:401(ThreadingBackend)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1752(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 _stats_py.py:10948(_SimpleNormal)
        2    0.000    0.000    0.000    0.000 categorical.py:16(__init__)
        1    0.000    0.000    0.000    0.000 ir_print.py:5(RewritePrintCalls)
        1    0.000    0.000    0.000    0.000 types.py:540(LiteralStructType)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 __init__.py:655(LZMACompressor)
        1    0.000    0.000    0.000    0.000 tree.py:739(ForStmt)
        1    0.000    0.000    0.000    0.000 handlers.py:1013(SMTPHandler)
        3    0.000    0.000    0.000    0.000 classes.py:427(__init__)
        1    0.000    0.000    0.000    0.000 _interface.py:696(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:157(Unpickler)
        1    0.000    0.000    0.000    0.000 tree.py:71(DocstringMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:25(Sentinel)
        1    0.000    0.000    0.000    0.000 pythonapi.py:66(_UnboxContext)
        1    0.000    0.000    0.000    0.000 compiler.py:348(StateDict)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:618(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _sampling.py:1125(RatioUniforms)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(DashException)
        1    0.000    0.000    0.000    0.000 ir.py:235(EqualityCheckMixin)
        1    0.000    0.000    0.000    0.000 ssl_.py:57(_is_has_never_check_common_name_reliable)
        1    0.000    0.000    0.000    0.000 pytables.py:349(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 _array_like.py:44(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 misc.py:133(Module)
        1    0.000    0.000    0.000    0.000 _constraints.py:301(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 backend_tools.py:622(ToolForward)
        3    0.000    0.000    0.000    0.000 _classification_threshold.py:40(_estimator_has)
        1    0.000    0.000    0.000    0.000 iterable.py:560(MergedArray)
        2    0.000    0.000    0.000    0.000 scaffold.py:597(errorhandler)
        1    0.000    0.000    0.000    0.000 parser.py:214(__init__)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:63(_ValidationScoreCallback)
        1    0.000    0.000    0.000    0.000 transforms.py:2281(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 validation.py:176(DynamicValidator)
        1    0.000    0.000    0.000    0.000 static_getitem.py:5(RewriteConstGetitems)
        1    0.000    0.000    0.000    0.000 argparse.py:1714(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 classes.py:740(Field)
        1    0.000    0.000    0.000    0.000 pythonapi.py:55(_BoxContext)
        1    0.000    0.000    0.000    0.000 controls.py:918(SearchBufferControl)
        1    0.000    0.000    0.000    0.000 processors.py:80(TransformationInput)
        1    0.000    0.000    0.000    0.000 _stats_py.py:4219(AlexanderGovernResult)
        1    0.000    0.000    0.000    0.000 FastaIO.py:244(FastaWriter)
        1    0.000    0.000    0.000    0.000 typed_passes.py:99(BaseTypeInference)
        1    0.000    0.000    0.000    0.000 backend_tools.py:374(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 _util.py:432(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 codeop.py:132(CommandCompiler)
        1    0.000    0.000    0.000    0.000 handlers.py:1424(QueueHandler)
        2    0.000    0.000    0.000    0.000 python.py:65(innerstring_rules)
        1    0.000    0.000    0.000    0.000 ticker.py:1936(_Edge_integer)
        1    0.000    0.000    0.000    0.000 sentinel.py:6(Sentinel)
        1    0.000    0.000    0.000    0.000 debugger.py:1076(InterruptiblePdb)
        1    0.000    0.000    0.000    0.000 extending.py:510(SentryLiteralArgs)
        1    0.000    0.000    0.000    0.000 abc.py:195(SourceLoader)
        1    0.000    0.000    0.000    0.000 SeqFeature.py:1970(UnknownPosition)
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:421(SR1)
        1    0.000    0.000    0.000    0.000 dates.py:1442(YearLocator)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 processors.py:895(ConditionalProcessor)
        1    0.000    0.000    0.000    0.000 backend_tools.py:441(ToolYScale)
        1    0.000    0.000    0.000    0.000 registry.py:77(__init__)
        1    0.000    0.000    0.000    0.000 filters.py:229(DictFilter)
        1    0.000    0.000    0.000    0.000 resources.py:105(Css)
        1    0.000    0.000    0.000    0.000 exceptions.py:49(RequestPath)
        1    0.000    0.000    0.000    0.000 parfor.py:1753(ConvertSetItemPass)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:384(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 backend_tools.py:938(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 _docstring.py:104(__init__)
        2    0.000    0.000    0.000    0.000 functoolz.py:230(func)
        1    0.000    0.000    0.000    0.000 dataset.py:223(AsStrWrapper)
        1    0.000    0.000    0.000    0.000 gzip.py:124(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 tag.py:191(TagUUID)
        1    0.000    0.000    0.000    0.000 funcdesc.py:212(ExternalFunctionDescriptor)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        2    0.000    0.000    0.000    0.000 _pyio.py:1779(writable)
        1    0.000    0.000    0.000    0.000 multi.py:167(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 normalizer.py:108(NormalizerConfig)
        1    0.000    0.000    0.000    0.000 compressor.py:187(LZ4CompressorWrapper)
        1    0.000    0.000    0.000    0.000 core.py:3627(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 _slice_along_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:95(Endianness)
        1    0.000    0.000    0.000    0.000 generators.py:212(GeneratorLower)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 string_cache.py:21(StringCache)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 magic.py:720(MagicAlias)
        1    0.000    0.000    0.000    0.000 base.py:319(ConditionalCompleter)
        1    0.000    0.000    0.000    0.000 _upfirdn.py:72(_UpFIRDn)
        1    0.000    0.000    0.000    0.000 __init__.py:64(_StrList)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:20(MouseHandlers)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 exceptions.py:632(_RetryAfter)
        1    0.000    0.000    0.000    0.000 generators.py:240(PyGeneratorLower)
        1    0.000    0.000    0.000    0.000 ffi.py:60(register)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 margins.py:137(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 structures.py:789(ImmutableDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(RequestError)
